timestamp,open,high,low,close,volume
2017-12-29,41.8200,41.8400,40.7700,41.1200,44367304
2017-12-28,42.8300,43.0500,41.7500,41.8100,28665800
2017-12-27,42.2200,43.0700,42.0300,42.4800,23741087
2017-12-26,43.1900,43.2000,41.5200,42.2500,41726724
2017-12-22,44.1800,44.9350,43.9400,44.1200,29868248
2017-12-21,45.5500,45.5800,44.3500,44.4200,49505543
2017-12-20,46.6500,46.8000,44.8600,45.7500,83917497
2017-12-19,44.0900,44.3400,43.3000,43.9800,43131517
2017-12-18,43.3700,43.7300,42.9900,43.7100,34375034
2017-12-15,42.3000,42.5600,41.8850,42.4000,56479956
2017-12-14,42.2900,42.7299,41.8800,42.2400,24268090
2017-12-13,42.2200,43.1000,41.9700,42.0500,27852590
2017-12-12,42.6900,42.8538,41.7100,41.8600,28220478
2017-12-11,43.4200,43.7500,42.3300,43.0100,30942198
2017-12-08,44.0400,44.5800,42.8700,43.2100,44281006
2017-12-07,42.1800,43.2300,41.9100,43.2000,42457213
2017-12-06,40.8200,41.7400,40.3000,41.5800,38023427
2017-12-05,39.7700,42.0500,39.4200,41.2100,56390732
2017-12-04,41.9500,42.2900,39.0700,39.9000,73640476
2017-12-01,41.7300,42.5500,40.0100,41.9900,73021448
2017-11-30,44.1600,44.5350,41.8600,42.3900,63793073
2017-11-29,47.5000,47.6000,43.2700,43.7400,81196709
2017-11-28,48.4500,48.8600,47.8200,47.9300,30053803
2017-11-27,47.9600,48.3900,47.0900,48.0500,44247950
2017-11-24,49.3200,49.8800,49.0300,49.6800,14196564
2017-11-22,49.8500,49.8900,48.6200,49.1400,28482742
2017-11-21,48.3600,49.6300,48.1500,49.4000,35294764
2017-11-20,46.5100,47.8600,46.4000,47.6400,26611629
2017-11-17,46.5400,46.5500,45.7300,46.1600,22279653
2017-11-16,45.7300,46.2900,45.2900,46.1800,23857881
2017-11-15,45.1900,45.7400,44.6200,45.3600,22284149
2017-11-14,45.5800,46.0000,44.8000,45.8000,29250692
2017-11-13,44.3300,45.8700,44.1900,45.6000,28954199
2017-11-10,43.7600,44.8500,43.7100,44.7800,33761681
2017-11-09,43.6900,43.6900,42.5800,43.5000,30712774
2017-11-08,43.8500,44.1400,43.4500,44.0900,19519585
2017-11-07,43.5800,44.2400,43.3300,43.9500,31476121
2017-11-06,43.8500,44.0100,42.4500,43.2500,28343792
2017-11-03,44.7700,45.0000,43.3500,43.7100,27555798
2017-11-02,44.0800,44.7500,43.7200,44.3400,25556690
2017-11-01,44.7900,45.3300,43.7800,44.3800,38486961
2017-10-31,42.2500,44.5700,42.2000,44.3100,60176494
2017-10-30,40.7300,41.8600,40.6800,41.6500,28398164
2017-10-27,40.5900,40.9400,40.0400,40.8500,30866028
2017-10-26,41.1700,41.1800,40.3100,40.6000,27173144
2017-10-25,41.3100,41.5900,40.3100,41.0600,30880624
2017-10-24,41.7400,42.0100,41.4300,41.6000,25298041
2017-10-23,41.8500,42.1900,41.4000,41.5600,26637275
2017-10-20,42.0000,42.1700,41.4400,41.5000,35744454
2017-10-19,41.1800,41.5000,39.8000,41.3100,46661119
2017-10-18,41.0400,41.9500,40.8100,41.6500,43170278
2017-10-17,41.1400,41.4000,40.2500,40.3900,40452810
2017-10-16,40.8800,41.5700,40.5100,41.4900,33326097
2017-10-13,40.7800,41.1700,40.3200,40.4000,35186522
2017-10-12,41.2100,41.7500,40.2900,40.5800,66169719
2017-10-11,40.8400,42.0700,40.8000,41.6100,51236981
2017-10-10,41.4500,42.0000,40.4600,41.9800,43813905
2017-10-09,39.7200,40.9900,39.6200,40.9600,27173921
2017-10-06,39.0000,39.6700,38.8100,39.6700,24712350
2017-10-05,39.8000,39.8600,39.2500,39.3700,21905068
2017-10-04,40.1400,40.4300,38.9100,39.5600,37502916
2017-10-03,39.9300,40.5400,39.8500,40.3700,26482487
2017-10-02,39.6000,40.3700,39.3600,40.0100,53120639
2017-09-29,37.9800,39.3600,37.8100,39.3300,45974835
2017-09-28,37.1500,38.4600,36.8200,37.9600,51748707
2017-09-27,36.2600,37.1500,35.9200,37.0900,83197379
2017-09-26,35.2300,35.3700,34.0900,34.1800,46084781
2017-09-25,36.0400,36.1500,34.5400,34.8700,35384371
2017-09-22,35.6000,36.2200,35.6000,36.0700,21132570
2017-09-21,35.9300,36.2500,35.4000,35.9100,21613456
2017-09-20,36.0300,36.6000,35.3400,35.9700,41748913
2017-09-19,35.5000,36.1000,35.5000,35.9500,26007387
2017-09-18,35.1300,35.8000,35.0200,35.4300,36648818
2017-09-15,34.6400,35.0000,34.3800,34.6500,36890720
2017-09-14,34.4300,34.8500,34.3000,34.5800,22695882
2017-09-13,34.5600,34.8000,34.0200,34.5900,39724490
2017-09-12,33.6900,34.5400,33.5600,34.2900,37320487
2017-09-11,32.9000,33.4400,32.8100,33.4400,30600100
2017-09-08,32.8000,33.0200,32.3100,32.4500,19408994
2017-09-07,32.4700,32.9000,32.4500,32.7900,24723429
2017-09-06,32.0700,32.7000,32.0600,32.2500,28161662
2017-09-05,32.4500,32.7400,31.6500,32.0700,28701235
2017-09-01,32.1300,32.8800,32.1300,32.6000,25955403
2017-08-31,31.6100,32.0200,31.4800,31.9700,24938285
2017-08-30,31.6500,31.6800,31.3800,31.6100,16875135
2017-08-29,30.7500,31.5300,30.7000,31.4800,22923943
2017-08-28,30.4300,31.2100,30.4200,31.0800,22288606
2017-08-25,30.3000,30.3900,30.0500,30.2900,13852665
2017-08-24,30.5500,30.6300,30.1100,30.2200,17161679
2017-08-23,29.9700,30.7400,29.8700,30.4500,20276021
2017-08-22,29.8500,30.5400,29.7700,30.4500,18021271
2017-08-21,30.5300,30.6000,29.2800,29.5600,25517968
2017-08-18,29.9600,30.6000,29.7600,30.3800,30697268
2017-08-17,30.3200,30.5300,29.6100,29.6200,25707517
2017-08-16,30.0200,30.8600,29.9600,30.6900,37435000
