# open,high,low,close
7.435617065429687500e+01,7.255924987792968750e+01,7.535679626464843750e+01,7.309363555908203125e+01
6.882415771484375000e+01,6.694140625000000000e+01,6.944938659667968750e+01,6.744432830810546875e+01
6.153562164306640625e+01,5.954300308227539062e+01,6.177245712280273438e+01,6.005687332153320312e+01
5.423748397827148438e+01,5.213558197021484375e+01,5.417638778686523438e+01,5.275287246704101562e+01
4.792821884155273438e+01,4.575884246826171875e+01,4.768712997436523438e+01,4.654547119140625000e+01
4.314403915405273438e+01,4.098470306396484375e+01,4.284337615966796875e+01,4.195142364501953125e+01
4.008998489379882812e+01,3.803664398193359375e+01,3.984010696411132812e+01,3.914080429077148438e+01
3.927122116088867188e+01,3.744070053100585938e+01,3.918576812744140625e+01,3.859289550781250000e+01
4.079628372192382812e+01,3.929496002197265625e+01,4.097787094116210938e+01,4.037480163574218750e+01
4.397612762451171875e+01,4.284530639648437500e+01,4.447786331176757812e+01,4.374490356445312500e+01
4.752754974365234375e+01,4.672261810302734375e+01,4.832366943359375000e+01,4.738647842407226562e+01
5.025165939331054688e+01,4.967576980590820312e+01,5.124819946289062500e+01,5.010578155517578125e+01
5.170289993286132812e+01,5.125850677490234375e+01,5.278668975830078125e+01,5.149200439453125000e+01
5.195267486572265625e+01,5.156008529663085938e+01,5.302315521240234375e+01,5.165070343017578125e+01
5.137659454345703125e+01,5.097917175292968750e+01,5.236540985107421875e+01,5.098351287841796875e+01
5.038779449462890625e+01,4.995008468627929688e+01,5.126071548461914062e+01,4.991875076293945312e+01
