# open,high,low,close,open_error,open_error_ratio,pred_change,real_change,change_error,change_error_ratio,correct
128.8224334716797,128.8834228515625,128.98672485351562,128.08468627929688,15.932433471679687,0.12367747637046674,-0.7377471923828125,-0.35999999999999943,-0.37774719238281307,1.0492977566189268,True
122.8898391723633,122.9443359375,122.96035766601561,122.15547943115233,10.84983917236329,0.08828914778825189,-0.7343597412109659,-0.010000000000005116,-0.7243597412109608,72.43597412105902,True
118.71753692626952,118.74064636230466,118.75267028808591,118.02664947509763,7.027536926269519,0.059195440776656505,-0.6908874511718892,0.480000000000004,-1.1708874511718932,2.4393488566080905,False
116.48551940917967,116.48543548583984,116.52670288085936,115.8389358520508,5.225519409179668,0.04485981979291299,-0.6465835571288778,1.0999999999999943,-1.7465835571288721,1.5878032337535284,False
114.85327911376952,114.83827209472655,114.91339111328125,114.24890136718751,3.093279113769512,0.026932440567982576,-0.6043777465820028,-0.1700000000000017,-0.4343777465820011,2.5551632151882164,True
114.44818115234375,114.42491912841794,114.54525756835936,113.8810806274414,4.398181152343753,0.03842945434396433,-0.5671005249023438,0.9200000000000017,-1.4871005249023455,1.6164136140242855,False
112.98240661621092,112.95452880859376,113.09213256835936,112.44640350341795,6.082406616210918,0.05383498898967694,-0.5360031127929688,2.509999999999991,-3.0460031127929597,1.2135470568896298,False
110.31275177001952,110.27704620361328,110.41323852539061,109.81026458740234,2.4527517700195176,0.02223452620539305,-0.5024871826171733,-0.7099999999999937,0.20751281738282046,0.29227157377862295,True
109.78135681152344,109.73880004882814,109.90844726562499,109.3106689453125,1.9913568115234312,0.01813929859641163,-0.4706878662109375,0.37999999999999545,-0.850687866210933,2.238652279502482,False
109.11223602294922,109.06726837158206,109.25749969482419,108.6668472290039,1.2022360229492222,0.011018342825422071,-0.4453887939453125,0.3100000000000023,-0.7553887939453148,2.4367380449848683,False
108.54680633544922,108.50027465820312,108.70709228515624,108.12276458740234,2.2368063354492165,0.020606836911780425,-0.424041748046875,0.5900000000000034,-1.0140417480468784,1.718714827198089,False
107.03542327880861,106.98576354980467,107.19154357910156,106.6322784423828,-0.46457672119139204,0.004340401588184976,-0.40314483642580967,-0.6899999999999977,0.28685516357418805,0.415732121122013,True
107.2993392944336,107.24858856201172,107.47879791259763,106.91231536865234,1.1593392944335932,0.010804719787251631,-0.38702392578125,0.75,-1.13702392578125,1.5160319010416667,False
106.20497131347656,106.15294647216795,106.38099670410156,105.83285522460936,0.004971313476559658,4.680867020703049e-05,-0.3721160888672017,-0.9500000000000028,0.5778839111328011,0.6082988538239994,True
105.75376129150389,105.70001983642578,105.93611145019533,105.39501953125,1.3637612915038915,0.012895629194168947,-0.35874176025389204,1.2800000000000011,-1.6387417602538932,1.280267000198353,False
104.30256652832033,104.24552154541016,104.47377014160156,103.95899963378906,-0.8824334716796756,0.008460323662697949,-0.3435668945312642,0.08499999999999375,-0.42856689453125796,5.0419634650739935,False
