# open,high,low,close,open_error,open_error_ratio,pred_change,real_change,change_error,change_error_ratio,correct
45.56682205200195,44.90690612792969,45.34472274780274,45.129631042480476,-400.44317794799804,8.78804270113467,-0.43719100952147727,-5.389999999999986,4.952808990478509,0.9188884954505606,True
46.91098022460937,46.71347427368163,46.782634735107415,46.75217056274413,-391.7890197753906,8.35175513066468,-0.15880966186523438,1.259999999999991,-1.4188096618652253,1.1260394141787584,False
50.94591140747071,51.97424316406249,51.07332229614258,51.50482177734376,-376.2240885925293,7.384774915173267,0.5589103698730469,8.269999999999982,-7.711089630126935,0.9324171257710946,True
58.701908111572266,61.84615325927734,59.26309585571288,60.47568893432617,-367.29809188842773,6.257004307088614,1.7737808227539062,0.7699999999999818,1.0037808227539244,1.3036114581220106,True
70.65459442138673,76.6998519897461,71.78543090820312,74.07416534423827,-356.8354055786133,5.050420407913364,3.419570922851534,-0.6200000000000045,4.039570922851539,6.515436972341144,False
86.7318344116211,96.19584655761717,88.49806213378906,92.08200836181639,-332.9681655883789,3.83905365137492,5.350173950195298,4.350000000000023,1.0001739501952756,0.22992504602190122,True
106.3892822265625,119.44006347656249,108.78787231445312,113.77130126953124,-315.1907177734375,2.962617203321473,7.382019042968736,-4.0,11.382019042968736,2.845504760742184,False
128.77996826171875,145.24458312988284,131.76416015625,138.12037658691406,-288.36003173828124,2.2391683709088115,9.340408325195312,4.410000000000025,4.9304083251952875,1.1180064229467708,True
152.9037933349609,172.332275390625,156.41159057617188,163.98805236816406,-262.59620666503906,1.7173949771787471,11.084259033203153,0.7599999999999909,10.324259033203163,13.584551359478008,True
177.75271606445312,199.5139312744141,181.72927856445312,190.27313232421875,-234.7272839355469,1.320527129669483,12.520416259765625,5.490000000000009,7.030416259765616,1.280585839665866,True
202.41497802734372,225.79516601562497,206.82283020019528,216.0186462402344,-206.51502197265629,1.020255635157388,13.603668212890682,0.8899999999999864,12.713668212890695,14.285020463922349,True
226.1379699707031,250.42384338378906,230.9565887451172,240.46669006347653,-186.38203002929689,0.824196087253473,14.328720092773438,-1.9399999999999977,16.268720092773435,8.385938192151265,False
248.3712615966797,272.9153747558594,253.59271240234372,263.09414672851557,-158.6287384033203,0.6386758974591483,14.72288513183588,3.7200000000000273,11.002885131835853,2.9577648203859606,True
268.7462158203125,292.99951171875,274.3663330078125,283.5752868652344,-139.35378417968752,0.518533009867054,14.829071044921875,-4.150000000000034,18.97907104492191,4.5732701313064466,False
287.06253051757807,310.5899658203125,293.0747680664063,301.76153564453125,-112.93746948242193,0.39342462869951705,14.699005126953182,4.910000000000025,9.789005126953157,1.9936873985647876,True
303.24053955078125,325.71441650390625,309.62997436523443,317.62188720703125,-104.68946044921876,0.34523570167862483,14.38134765625,-2.759999999999991,17.14134765624999,6.210633208786249,False
