# open,high,low,close,open_error,open_error_ratio,pred_change,real_change,change_error,change_error_ratio,correct
3.0564169883728023,2.9133510589599614,3.26788330078125,3.1473877429962163,-44.9035830116272,14.691576176434387,0.09097075462341397,-0.9100000000000037,1.0009707546234177,1.0999678622235314,False
3.1184611320495605,2.9953095912933354,3.3466243743896484,3.249719142913818,-43.90153886795044,14.077949670995846,0.13125801086425737,0.38999999999999346,-0.2587419891357361,0.6634409977839498,True
3.3011705875396733,3.2414870262145996,3.576789855957031,3.544867753982544,-43.04882941246033,13.040474059398473,0.24369716644287065,-0.6000000000000014,0.8436971664428721,1.4061619440714501,False
3.674480676651001,3.7397253513336177,4.037101745605469,4.115828037261962,-39.735519323348996,10.81391435144647,0.441347360610961,2.8500000000000014,-2.4086526393890404,0.8451412769786102,True
4.291411876678467,4.549108028411865,4.780769348144531,5.006911277770996,-40.198588123321535,9.367217428319899,0.7154994010925293,-0.6300000000000026,1.3454994010925319,2.135713335067502,False
5.184300422668457,5.696709632873535,5.834037780761719,6.229111671447755,-40.31569957733154,7.776497558098744,1.0448112487792978,-0.9600000000000009,2.0048112487792986,2.0883450508117676,False
6.363771915435791,7.179003238677979,7.197535514831543,7.766114234924316,-38.83622808456421,6.102705848140805,1.4023423194885254,-0.1600000000000037,1.562342319488529,9.764639496803081,False
7.818367004394531,8.964319229125977,8.847582817077635,9.57809638977051,-38.47163299560547,4.920673712807472,1.7597293853759783,-0.01999999999999602,1.7797293853759744,88.98646926881642,False
9.518219947814941,11.000534057617188,10.742016792297363,11.61042308807373,-36.98178005218506,3.8853672488073587,2.092203140258789,-0.10999999999999943,2.2022031402587885,20.02002854780727,False
11.418621063232418,13.221740722656252,12.825092315673826,13.799181938171387,-37.33137893676758,3.2693421324728416,2.3805608749389684,-1.1899999999999977,3.570560874938966,3.0004713234781284,False
13.466958045959473,15.55832767486572,15.036035537719725,16.080705642700195,-33.223041954040525,2.4670041920869075,2.6137475967407227,-0.5700000000000003,3.183747596740723,5.585522099545125,False
15.60422134399414,17.93852424621582,17.31010627746582,18.389785766601562,-29.25577865600586,1.874863090638356,2.785564422607422,1.1899999999999977,1.5955644226074241,1.3408104391659053,True
17.769075393676754,20.29262924194336,19.582918167114254,20.66335868835449,-24.330924606323247,1.3692847864769357,2.8942832946777344,1.740000000000002,1.1542832946777324,0.6633812038377764,True
19.90144157409668,22.556228637695312,21.793886184692383,22.843118667602536,-25.838558425903322,1.2983259694882745,2.941677093505856,-2.8000000000000043,5.74167709350586,2.0505989619663754,False
21.952390670776367,24.681734085083008,23.897363662719727,24.888994216918945,-24.41760932922363,1.1122984141189247,2.936603546142578,-0.8999999999999986,3.8366035461425767,4.262892829047314,False
23.88540649414063,26.638229370117188,25.862234115600582,26.776243209838867,-21.05459350585937,0.8814835749613182,2.8908367156982386,1.990000000000002,0.9008367156982366,0.4526817666825305,True
