# open,high,low,close
3.832714843750000000e+01,3.830390930175781250e+01,3.839439773559570312e+01,3.847740173339843750e+01
7.032759094238281250e+01,7.049305725097656250e+01,7.060427093505859375e+01,7.067193603515625000e+01
6.923942565917968750e+01,6.935736083984375000e+01,6.952638244628906250e+01,6.955276489257812500e+01
6.947590637207031250e+01,6.957342529296875000e+01,6.976517486572265625e+01,6.977326202392578125e+01
7.097204589843750000e+01,7.106455993652343750e+01,7.127136993408203125e+01,7.126844024658203125e+01
7.166151428222656250e+01,7.174065399169921875e+01,7.196504211425781250e+01,7.194693756103515625e+01
7.108241271972656250e+01,7.113850402832031250e+01,7.137925720214843750e+01,7.134404754638671875e+01
7.057505798339843750e+01,7.061623382568359375e+01,7.086574554443359375e+01,7.082081604003906250e+01
7.026573944091796875e+01,7.029678344726562500e+01,7.055210876464843750e+01,7.050034332275390625e+01
6.999617004394531250e+01,7.002033233642578125e+01,7.027889251708984375e+01,7.022280120849609375e+01
7.006073760986328125e+01,7.008416748046875000e+01,7.034300994873046875e+01,7.028623199462890625e+01
6.945233154296875000e+01,6.946726989746093750e+01,6.972828674316406250e+01,6.966715240478515625e+01
6.910424804687500000e+01,6.911810302734375000e+01,6.937684631347656250e+01,6.931705474853515625e+01
6.915428161621093750e+01,6.917083740234375000e+01,6.942689514160156250e+01,6.936946105957031250e+01
6.892894744873046875e+01,6.894429779052734375e+01,6.919915008544921875e+01,6.914185333251953125e+01
6.823670959472656250e+01,6.824688720703125000e+01,6.850070190429687500e+01,6.844263458251953125e+01
