# open,high,low,close
1.000821609497070312e+02,1.000939941406250000e+02,1.001187210083007812e+02,1.001266250610351562e+02
1.128020629882812500e+02,1.128292846679687500e+02,1.129272918701171875e+02,1.129297485351562500e+02
1.122540359497070312e+02,1.122816772460937500e+02,1.123614654541015625e+02,1.123694915771484375e+02
1.125353851318359375e+02,1.125621337890625000e+02,1.126378250122070312e+02,1.126467742919921875e+02
1.126121597290039062e+02,1.126384658813476562e+02,1.127133712768554688e+02,1.127222518920898438e+02
1.134671554565429688e+02,1.134947967529296875e+02,1.135745849609375000e+02,1.135832519531250000e+02
1.138788833618164062e+02,1.139064559936523438e+02,1.139877243041992188e+02,1.139962844848632812e+02
1.139548950195312500e+02,1.139816665649414062e+02,1.140625991821289062e+02,1.140708618164062500e+02
1.139446563720703125e+02,1.139710388183593750e+02,1.140518341064453125e+02,1.140598602294921875e+02
1.138637466430664062e+02,1.138891220092773438e+02,1.139691162109375000e+02,1.139766693115234375e+02
1.134721908569335938e+02,1.134962081909179688e+02,1.135736618041992188e+02,1.135807113647460938e+02
1.129333877563476562e+02,1.129558486938476562e+02,1.130304946899414062e+02,1.130369033813476562e+02
1.123283920288085938e+02,1.123491363525390625e+02,1.124213409423828125e+02,1.124268798828125000e+02
1.119234695434570312e+02,1.119429397583007812e+02,1.120144195556640625e+02,1.120190277099609375e+02
1.120787200927734375e+02,1.120983963012695312e+02,1.121720657348632812e+02,1.121761856079101562e+02
1.118070220947265625e+02,1.118259963989257812e+02,1.118985900878906250e+02,1.119023742675781250e+02
