# open,high,low,close
1.881307983398437500e+01,1.880218315124511719e+01,1.879948234558105469e+01,1.878526115417480469e+01
2.322899246215820312e+01,2.318886566162109375e+01,2.328002929687500000e+01,2.314762306213378906e+01
2.321325683593750000e+01,2.317757225036621094e+01,2.323489952087402344e+01,2.311804199218750000e+01
2.438619613647460938e+01,2.434973526000976562e+01,2.441987991333007812e+01,2.428221702575683594e+01
2.498359489440917969e+01,2.494938850402832031e+01,2.499872779846191406e+01,2.486310577392578125e+01
2.526684570312500000e+01,2.523627281188964844e+01,2.527431869506835938e+01,2.514303588867187500e+01
2.481237030029296875e+01,2.479221153259277344e+01,2.477374839782714844e+01,2.467862701416015625e+01
2.468172264099121094e+01,2.466218376159667969e+01,2.465275764465332031e+01,2.455787658691406250e+01
2.469035148620605469e+01,2.467237854003906250e+01,2.464888954162597656e+01,2.456105041503906250e+01
2.430058670043945312e+01,2.428571891784667969e+01,2.424721145629882812e+01,2.417349052429199219e+01
2.421494483947753906e+01,2.419902038574218750e+01,2.416676521301269531e+01,2.409152793884277344e+01
2.353280830383300781e+01,2.352124214172363281e+01,2.346385955810546875e+01,2.341133117675781250e+01
2.355556297302246094e+01,2.353952598571777344e+01,2.350577354431152344e+01,2.344073486328125000e+01
2.384473037719726562e+01,2.382446479797363281e+01,2.380656051635742188e+01,2.372821044921875000e+01
2.356899642944335938e+01,2.354990386962890625e+01,2.352128791809082031e+01,2.345178413391113281e+01
2.298741149902343750e+01,2.297079086303710938e+01,2.293172073364257812e+01,2.287622261047363281e+01
